voucher_id,haul,strata,tax,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_species,pre_taxid,gb_coi,bold_coi,gb_16s,blast_coi_id,blast_coi_ap,bold_coi_id,bold_coi_ap,blast_16s_id,blast_16s_ap,rev_tax,final_tax_phylum,final_tax_class,final_tax_order,final_tax_family,final_tax_genus,final_tax,final_taxid,bin,bin_congruence,evidence,accession_coi,accession_16s,bold_process_id
FC-22-027-08,27,28,Pasiphaea tarda,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea tarda,98099,1,1,0,Pasiphaea tarda,"99,84",Pasiphaea tarda,100,Pasiphaea merriami,"94,1",NA,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea tarda,98099,BOLD:AAB9072,multiple,multiple,OZ240366,OZ238590,VMEFC124-25
FC-22-027-09,27,28,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,67",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240367,NA,VMEFC125-25
FC-22-032-01,32,12,Stauropathes arctica,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Stauropathes,Stauropathes arctica,2666510,1,0,1,Stauropathes arctica,100,Staurophathes punctata,"99,69",NA,NA,NA,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Stauropathes,Stauropathes arctica,2666510,BOLD:AHQ4462,concordant,multiple,OZ240368,NA,VMEFC126-25
FC-22-032-02,32,12,Duva florida,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Duva,Duva florida,2931940,0,0,0,Sclerophytum lochmodes,"79,67",No match,NA,NA,NA,NA,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Duva,Duva florida,2931940,BOLD:ADG6011,concordant,morphological,OZ240369,NA,VMEFC127-25
FC-22-038-01,38,29,Phormosoma placenta,Echinodermata,Echinoidea,Echinothurioida,Phormosomatidae,Phormosoma,Phormosoma placenta,3258253,0,0,0,Caenopedina pulchella,"99,54",Phormosoma bursarium,"99,84",Caenopedina pulchella,"99,64",NA,Echinodermata,Echinoidea,Echinothurioida,Phormosomatidae,Phormosoma,Phormosoma placenta,3258253,BOLD:AAE0357,concordant,morphological,OZ240370,OZ238591,VMEFC128-25
FC-22-038-02,38,29,Gnathophausia zoea,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Gnathophausia,Gnathophausia zoea,314074,1,1,1,Gnathophausia zoea,"99,49",Gnathophausia zoea,100,NA,NA,NA,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Gnathophausia,Gnathophausia zoea,314074,BOLD:AAD5774,multiple,multiple,OZ240371,NA,VMEFC129-25
FC-22-038-03,38,29,Acanella arbuscula,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,1,1,1,Keratoisididae sp.,"99,85",Acanella arbuscula,"99,85",Acanella sp.,100,NA,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,BOLD:AGX9791,concordant,multiple,OZ240372,OZ238592,VMEFC130-25
FC-22-038-04,38,29,Acanthephyra pelagica,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Acanthephyra,Acanthephyra pelagica,342632,1,1,1,Acanthephyra pelagica,100,Acanthephyra pelagica,100,Acanthephyra pelagica,"99,25",NA,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Acanthephyra,Acanthephyra pelagica,342632,BOLD:AAC7822,multiple,multiple,OZ240373,OZ238593,VMEFC131-25
FC-22-038-05,38,29,Balticina finmarchica,Cnidaria,Octocorallia,Scleralcyonacea,Balticinidae,Balticina,Balticina finmarchica,2899797,1,0,1,Balticina finmarchica,"99,85",Balticina finmarchica,100,NA,NA,NA,Cnidaria,Octocorallia,Scleralcyonacea,Balticinidae,Balticina,Balticina finmarchica,2899797,BOLD:ABX8941,concordant,multiple,OZ240374,NA,VMEFC132-25
FC-22-038-06,38,29,Taonius pavo,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius,Taonius pavo,559551,1,1,1,Teuthowenia megalops,100,Teuthowenia megalops,100,NA,NA,NA,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Teuthowenia,Teuthowenia megalops,279102,BOLD:AAW6796,concordant,genetic,OZ240375,NA,VMEFC133-25
FC-22-038-07,38,29,Cirroteuthidae,Mollusca,Cephalopoda,Octopoda,Cirroteuthidae,NA,NA,61700,LTR,LTR,LTR,NA,NA,NA,NA,Stauroteuthis syrtensis,100,Stauroteuthis syrtensis,Mollusca,Cephalopoda,Octopoda,Stauroteuthidae,Stauroteuthis,Stauroteuthis syrtensis,61746,NA,concordant,genetic,NA,OZ238594,VMEFC134-25
FC-22-039-01,39,28,Duva florida,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Duva,Duva florida,2931940,0,0,0,Sclerophytum lochmodes,"79,49",No match,NA,NA,NA,NA,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Duva,Duva florida,2931940,BOLD:ADG6011,concordant,morphological,OZ240376,NA,VMEFC135-25
FC-22-039-02,39,28,Pontophilus norvegicus,Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,Pontophilus norvegicus,587160,1,1,1,Pontophilus norvegicus,"99,85",Pontophilus norvegicus,"99,46",NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,Pontophilus norvegicus,587160,BOLD:AAF7822,concordant,multiple,OZ240377,NA,VMEFC136-25
FC-22-039-03,39,28,Phormosoma placenta,Echinodermata,Echinoidea,Echinothurioida,Phormosomatidae,Phormosoma,Phormosoma placenta,3258253,0,0,0,Caenopedina pulchella,"99,24",Phormosoma bursarium,"99,68",Caenopedina pulchella,"99,64",NA,Echinodermata,Echinoidea,Echinothurioida,Phormosomatidae,Phormosoma,Phormosoma placenta,3258253,BOLD:AAE0357,concordant,morphological,OZ240378,OZ238595,VMEFC137-25
FC-22-039-04,39,28,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,Flabellum (Ulocyathus) alabastrum,100,Flabellum apertum,"99,5",NA,NA,NA,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum (Ulocyathus) alabastrum,2305781,BOLD:ACH4038,concordant,multiple,OZ240379,NA,VMEFC138-25
FC-22-039-05,39,28,Ascidiacea,Chordata,Ascidiacea,NA,NA,NA,NA,7713,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-039-06,39,28,Ascidiacea,Chordata,Ascidiacea,NA,NA,NA,NA,7713,LTR,LTR,LTR,Ascidiella scabra,"82,08",No match,NA,NA,NA,Molgulidae,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,NA,Molgulidae sp. MPL-2024,3384857,NA,no_bin,morphological,OZ240380,NA,VMEFC139-25
FC-22-039-07,39,28,Heteropolypus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,NA,1826360,LTR,LTR,LTR,Anthomastinae sp.,"99,24",Anthomastus sp.,"99,83",Anthomastinae sp.,"99,15",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,Heteropolypus sol,2931934,BOLD:AAD3482,concordant,biogeographic,OZ240381,OZ238596,VMEFC140-25
FC-22-039-08,39,28,Heteropolypus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,NA,1826360,LTR,LTR,LTR,Anthomastinae sp.,"99,24",Anthomastus sp.,"99,83",Anthomastinae sp.,"99,15",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,Heteropolypus sol,2931934,BOLD:AAD3482,concordant,biogeographic,OZ240382,OZ238597,VMEFC141-25
FC-22-039-09,39,28,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,54",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240383,NA,VMEFC142-25
FC-22-039-10,39,28,Buccinum sp.,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,NA,37540,LTR,LTR,LTR,Buccinum undatum,"97,87",Buccinum cyaneum,"98,03",Buccinum undatum,"99,61",Buccinum cf. hydrophanum,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Buccinum cf. hydrophanum MPL-2024,3384879,BOLD:AHJ6776,concordant,morphological,OZ240384,OZ238598,VMEFC143-25
FC-22-042-01,42,19,Stauropathes arctica,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Stauropathes,Stauropathes arctica,2666510,1,0,1,Stauropathes arctica,100,Stauropathes punctata,"99,69",NA,NA,NA,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Stauropathes,Stauropathes arctica,2666510,BOLD:AHQ4462,concordant,multiple,OZ240385,NA,VMEFC144-25
FC-22-042-02,42,19,Astarte sp.,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,NA,98290,LTR,LTR,LTR,Astarte sulcata,"93,25",No match,NA,NA,NA,Astarte cf. sulcata,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,Astarte cf. sulcata MPL-2024,3384878,BOLD:AHJ5891,multiple,morphological,OZ240386,NA,VMEFC145-25
FC-22-042-03,42,19,Limopsis sp.,Mollusca,Bivalvia,Order,Limopsidae,Limposis,NA,182168,LTR,LTR,LTR,Limopsis cristata,"99,19",No match,NA,NA,NA,NA,Mollusca,Bivalvia,Order,Limopsidae,Limposis,Limopsis cristata,3014137,BOLD:AGN6883,concordant,genetic,OZ240387,NA,VMEFC146-25
FC-22-042-04,42,19,Ascidiacea,Chordata,Ascidiacea,NA,NA,NA,NA,7713,LTR,LTR,LTR,Ascidiella scabra,"82,11",No match,NA,NA,NA,Molgulidae,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,NA,Molgulidae sp. MPL-2024,3384857,NA,no_bin,morphological,OZ240388,NA,VMEFC147-25
FC-22-042-05,42,19,Ascidiacea,Chordata,Ascidiacea,NA,NA,NA,NA,7713,LTR,LTR,LTR,Ascidiella scabra,"81,07",No match,NA,NA,NA,Molgulidae,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,NA,Molgulidae sp. MPL-2024,3384857,NA,no_bin,morphological,OZ240389,NA,VMEFC148-25
FC-22-042-06,42,19,Terebratulina septentrionalis,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,Terebratulina septentrionalis,69648,0,0,1,Zygonaria davidsoni,"80,76",No match,NA,Terebratulina septentrionalis,100,NA,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,Terebratulina septentrionalis,69648,BOLD:ADG5594,multiple,multiple,OZ240390,OZ238599,VMEFC149-25
FC-22-042-07,42,19,Ophiopholis aculeata,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,1,1,1,Ophiopholis aculeata,"99,7",Ophiopholis aculeata,"99,84",NA,NA,NA,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,BOLD:AAA9003,multiple,multiple,OZ240391,NA,VMEFC150-25
FC-22-042-08,42,19,Nephtheidae,Cnidaria,Octocorallia,Malacalcyonacea,Nephtheidae,NA,NA,51108,LTR,LTR,LTR,Muriceopsis flavida,"82,69",No match,NA,Anthomastus sp.,"82,58",Pseudodrifa sp.,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Pseudodrifa,Pseudodrifa sp.,3097313,BOLD:AHJ0458,multiple,morphological,OZ240392,OZ238600,VMEFC151-25
FC-22-042-09,42,19,Nephtheidae,Cnidaria,Octocorallia,Malacalcyonacea,Nephtheidae,NA,NA,51108,LTR,LTR,LTR,Sclerophytum lochmodes,"79,97",No match,NA,Chrysogorgia sp.,"77,93",NA,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Duva,Duva florida,2931940,BOLD:ADG6011,concordant,morphological,OZ240393,OZ238601,VMEFC152-25
FC-22-042-10,42,19,Psilaster andromeda,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Psilaster,Psilaster andromeda,1898583,1,1,0,NA,NA,NA,NA,Psilaster pectinatus,"98,67",Psilaster andromeda,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Psilaster,Psilaster andromeda,1898583,NA,multiple,morphological,NA,OZ238602,VMEFC153-25
FC-22-042-11,42,19,Heteropolypus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,NA,1826360,LTR,LTR,LTR,Anthomastinae sp.,"99,2",Anthomastus ritteri ,"99,83",Anthomastinae sp.,"98,9",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,Heteropolypus sol,2931934,BOLD:AAD3482,concordant,biogeographic,OZ240394,OZ238603,VMEFC154-25
FC-22-042-12,42,19,Hippasteria phrygiana,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Hippasteria phrygiana,1277726,1,1,0,NA,NA,NA,NA,Hippasteria phrygiana,"99,5",NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Hippasteria phrygiana,1277726,NA,concordant,multiple,NA,OZ238604,VMEFC155-25
FC-22-046-01,46,7,Ceramaster granularis,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,0,0,0,NA,NA,NA,NA,Ceramaster patagonicus,100,NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,NA,concordant,morphological,NA,OZ238605,VMEFC156-25
FC-22-046-02,46,7,Stomphia coccinea,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Stomphia,Stomphia coccinea,1929765,1,1,1,Liponema brevicorne,100,Bolocera tuediae,"99,84",NA,NA,Liponema multicorne,Cnidaria,Hexacorallia,Actiniaria,Liponematidae,Liponema,Liponema multicorne,478406,BOLD:AAG1974,multiple,multiple,OZ240395,NA,VMEFC157-25
FC-22-046-03,46,7,Stomphia coccinea,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Stomphia,Stomphia coccinea,1929765,1,1,1,Liponema brevicorne,100,Urticina felina,"99,85",NA,NA,Liponema multicorne,Cnidaria,Hexacorallia,Actiniaria,Liponematidae,Liponema,Liponema multicorne,478406,BOLD:AAG1974,multiple,multiple,OZ240396,NA,VMEFC158-25
FC-22-046-04,46,7,Stomphia coccinea,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Stomphia,Stomphia coccinea,1929765,1,1,1,NA,NA,NA,NA,NA,NA,Liponema multicorne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-049-01,49,6,Iophon piceum,Porifera,Demospongiae,Poecilosclerida,Acarnidae,Iophon,Iophon piceum,3293346,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-049-02,49,6,Ceramaster granularis,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,0,0,0,NA,NA,NA,NA,Ceramaster patagonicus,100,NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,NA,concordant,morphological,NA,OZ238606,VMEFC159-25
FC-22-049-03,49,6,Ptychodactis sp.,Cnidaria,Hexacorallia,Actiniaria,Ptychodactinidae,Ptychodactis,NA,3289651,LTR,LTR,LTR,Bolocera tuediae ,100,Urticina felina,100,NA,NA,Bolocera tuediae,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Bolocera,Bolocera tuediae,1163374,BOLD:AAG1974,multiple,multiple,OZ240397,NA,VMEFC160-25
FC-22-053-01,53,21,Acanella arbuscula,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,1,1,1,Keratoisididae sp.,100,Acanella arbuscula,100,Acanella sp.,100,NA,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,BOLD:AGX9791,concordant,multiple,OZ240398,OZ238607,VMEFC161-25
FC-22-053-02,53,21,Ophiuroidea,Echinodermata,Ophiuroidea,NA,NA,NA,NA,7618,LTR,LTR,LTR,Ophiomusa lymani,"99,85",Ophiomusa lymani,"99,08",Ophiomusa scalare,"86,74",NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiomusaidae,Ophiomusa,Ophiomusa lymani,72729,BOLD:AAF0993,concordant,genetic,OZ240399,OZ238608,VMEFC162-25
FC-22-053-03,53,21,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,Flabellum (Ulocyathus) alabastrum,100,Flabellum apertum,"99,5",NA,NA,NA,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum (Ulocyathus) alabastrum,2305781,BOLD:ACH4038,concordant,multiple,OZ240400,NA,VMEFC163-25
FC-22-053-04,53,21,Nephtheidae,Cnidaria,Octocorallia,Malacalcyonacea,Nephtheidae,NA,NA,51108,LTR,LTR,LTR,Muriceopsis flavida,"81,02",No match,NA,NA,NA,Pseudodrifa sp.,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Pseudodrifa,Pseudodrifa sp.,3384864,BOLD:ADG6013,multiple,morphological,OZ240401,NA,VMEFC164-25
FC-22-053-05,53,21,Ascidiacea,Chordata,Ascidiacea,NA,NA,NA,NA,7713,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-053-06,53,21,Stryphnus sp.,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stryphnus,NA,77190,LTR,LTR,LTR,Stryphnus fortis,"99,68",Stryphnus ponderosus ,"99,68",Geodia barretti,"93,21",Strypnus fortis,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stryphnus,Stryphnus fortis,1006811,BOLD:ACB4853,concordant,multiple,OZ240402,OZ238609,VMEFC165-25
FC-22-053-07,53,21,Buccinum sp.,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,NA,37540,LTR,LTR,LTR,Buccinum undatum,"97,87",Buccinum cyaneum,"98,03",Buccinum cyaneum,"99,17",Buccinum cf. hydrophanum,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Buccinum cf. hydrophanum MPL-2024,3384879,BOLD:AHJ6776,concordant,morphological,OZ240403,OZ238610,VMEFC166-25
FC-22-053-08,53,21,Geodia macandrewii,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia macandrewii,519544,1,0,0,Geodia macandrewii,100,Geodia macandrewii,100,Geodia barretti,"97,56",NA,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia macandrewii,519544,BOLD:ACE5193,concordant,multiple,OZ240404,OZ238611,VMEFC167-25
FC-22-053-09,53,21,Geodia phlegraei,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,1,1,0,Geodia phlegraei,100,Geodia phlegraei,100,Geodia barretti,"94,93",NA,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,BOLD:AAY1449,multiple,multiple,OZ240405,OZ238612,VMEFC168-25
FC-22-053-10,53,21,Geodia phlegraei,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,1,1,0,Geodia phlegraei,100,Geodia phlegraei,100,Geodia barretti,"94,93",NA,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,BOLD:AAY1449,multiple,multiple,OZ240406,OZ238613,VMEFC169-25
FC-22-053-11,53,21,Geodia phlegraei,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,1,1,0,Geodia parva,100,Geodia phlegraei,100,Geodia barretti,"94,93",Geodia cf. parva,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia cf. parva MPL-2024,3384881,BOLD:AAY1449,concordant,morphological,OZ240407,OZ238614,VMEFC170-25
FC-22-053-12,53,21,Geodia phlegraei,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,1,1,0,Geodia phlegraei,100,Geodia phlegraei,100,Geodia barretti,"94,93",NA,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,521093,BOLD:AAY1449,multiple,multiple,OZ240408,OZ238615,VMEFC171-25
FC-22-054-01,54,16,Aristaeopsis edwardsiana,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,290322,1,1,1,Aristaeopsis edwardsiana,"97,83",Aristaeopsis edwardsiana,"98,4",Aristaeopsis edwardsiana,100,NA,Arthropoda,Malacostraca,Decapoda,Aristeidae,Aristaeopsis,Aristaeopsis edwardsiana,290322,BOLD:AAB2201,concordant,multiple,OZ240409,OZ238616,VMEFC172-25
FC-22-054-02,54,16,Heteropolypus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,NA,1826360,LTR,LTR,LTR,Anthomastinae sp.,"99,24",Anthomastus sp.,"99,83",Anthomastinae sp.,"99,15",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,Heteropolypus sol,2931934,BOLD:AAD3482,concordant,biogeographic,OZ240410,OZ238617,VMEFC173-25
FC-22-054-03,54,16,Heteropolypus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,NA,1826360,LTR,LTR,LTR,Anthomastinae sp.,"99,24",Anthomastus sp.,"99,83",Anthomastinae sp.,"98,96",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,Heteropolypus sol,2931934,BOLD:AAD3482,concordant,biogeographic,OZ240411,OZ238618,VMEFC174-25
FC-22-054-04,54,16,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,53",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240412,NA,VMEFC175-25
FC-22-054-05,54,16,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,25",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240413,NA,VMEFC176-25
FC-22-054-06,54,16,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,66",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240414,NA,VMEFC177-25
FC-22-054-07,54,16,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,Flabellum (Ulocyathus) alabastrum,100,Flabellum apertum,"99,49",NA,NA,NA,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum (Ulocyathus) alabastrum,2305781,BOLD:ACH4038,concordant,multiple,OZ240415,NA,VMEFC178-25
FC-22-054-08,54,16,Buccinum sp.,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,NA,37540,LTR,LTR,LTR,Buccinum undatum,"97,87",Buccinum cyaneum,"98,03",Buccinum cyaenum,"99,22",Buccinum cf. hydrophanum,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Buccinum cf. hydrophanum MPL-2024,3384879,BOLD:AHJ6776,concordant,morphological,OZ240416,OZ238619,VMEFC179-25
FC-22-054-09,54,16,Gonatus fabricii,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,Gonatus fabricii,93047,1,1,0,Gonatus steenstrupi,100,Gonatus steenstrupi,100,Gonatus fabricii,"99,81",NA,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,Gonatus fabricii,93047,BOLD:AAB0336,concordant,multiple,OZ240417,OZ238620,VMEFC180-25
FC-22-054-10,54,16,Gonatus fabricii,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,Gonatus fabricii,93047,1,1,0,Gonatus steenstrupi,"99,85",Gonatus steenstrupi,100,Gonatus fabricii,100,NA,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,Gonatus fabricii,93047,BOLD:AAB0336,concordant,multiple,OZ240418,OZ238621,VMEFC181-25
FC-22-060-01,60,21,Gnathophausia zoea,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Gnathophausia,Gnathophausia zoea,314074,1,1,1,Gnathophausia zoea,"99,66",Gnathophausia zoea,"99,51",NA,NA,NA,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Gnathophausia,Gnathophausia zoea,314074,BOLD:AAD5774,multiple,multiple,OZ240419,NA,VMEFC182-25
FC-22-060-02,60,21,Pasiphaea tarda,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea tarda,98099,1,1,0,Pasiphaea tarda,100,Pasiphaea tarda,"99,17",Pasiphaea merriami,"93,93",NA,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea tarda,98099,BOLD:AAB9072,multiple,multiple,OZ240420,OZ238622,VMEFC183-25
FC-22-060-03,60,21,Stauropathes arctica,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Stauropathes,Stauropathes arctica,2666510,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-060-04,60,21,Colossendeis proboscidea,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,Colossendeis proboscidea,619863,0,0,0,Colossendeis gigas,"88,73",Colossendeis sp.,"99,69",Colossendeis sp.,"93,91",NA,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,Colossendeis proboscidea,619863,BOLD:AAN2715,multiple,morphological,OZ240421,OZ238623,VMEFC184-25
FC-22-060-05,60,21,Nymphonidae,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,NA,NA,72048,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-060-06,60,21,Acanthephyra pelagica,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Acanthephyra,Acanthephyra pelagica,342632,1,1,1,Acanthephyra pelagica,100,Acanthephyra pelagica,100,Acanthephyra pelagica,100,NA,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Acanthephyra,Acanthephyra pelagica,342632,BOLD:AAC7822,multiple,multiple,OZ240422,OZ238624,VMEFC185-25
